durations;datelimits
7;2018-10-15/2018-10-22
9;2018-09-15/2018-09-24
6;2018-06-14/2018-06-20
4;2018-06-10/2018-06-14
14;2018-05-26/2018-06-09
4;2018-05-17/2018-05-21
3;2018-03-16/2018-03-19
3;2018-01-29/2018-02-01
4;2018-01-25/2018-01-29
7;2018-04-30/2018-05-07
32;2017-12-12/2018-01-13
9;2017-11-02/2017-11-11
12;2017-08-25/2017-09-06
14;2017-08-09/2017-08-23
29;2017-07-03/2017-08-01
27;2017-01-20/2017-02-16
39;2016-12-09/2017-01-17
23;2016-08-20/2016-09-12
25;2016-07-20/2016-08-14
30;2016-04-17/2016-05-17
