durations,datelimits
94,2013-03-25/2013-06-27
69,2010-09-02/2010-11-10
104,2009-03-19/2009-07-01
306,2009-08-26/2010-06-28
34.0,2017-03-13/2017-04-16
148.0,2018-04-26/2018-09-21
