dev;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
mcolyer;48.77155172413793;11.012931034482758;9.439655172413792;11.012931034482758;3.1465517241379306;7.8663793103448265;6.293103448275861;9.439655172413792;3.1465517241379306;1.5732758620689653
thedaniel;38.045602605863195;4.359391965255157;3.963083604777416;0.0;0.0;1.1889250814332248;1.1889250814332248;0.0;0.0;0.0
as-cii;56.52654867256638;5.306573957016435;5.306573957016435;1.6150442477876108;1.1536030341340076;0.0;0.4614412136536031;0.0;0.0;0.0
anaisbetts;7.044184865413915;1.482986287455561;1.482986287455561;0.37074657186389026;0.0;0.0;0.0;0.37074657186389026;0.18537328593194513;0.18537328593194513
matthewwithanm;14.756242568370988;1.7360285374554103;1.7360285374554103;0.4340071343638526;0.0;0.0;0.0;0.0;0.0;0.0
mnquintana;38.07040417209908;5.710560625814863;5.710560625814863;0.0;0.0;0.0;0.0;0.0;0.0;0.0
hubot;11.154499151103566;0.0;0.0;0.9295415959252972;0.9295415959252972;0.0;0.0;0.0;0.0;0.0
bolinfest;20.180288461538463;2.6322115384615383;1.7548076923076923;0.0;0.0;0.8774038461538461;0.0;0.0;0.0;0.0
smashwilson;27.569148936170212;2.523936170212766;2.523936170212766;0.9707446808510638;0.9707446808510638;0.0;0.0;0.0;0.0;0.0
zcbenz;25.58329332693231;2.2779644743158904;2.2779644743158904;0.35045607297167547;0.35045607297167547;0.0;0.0;0.0;0.0;0.0
iolsen;21.55511811023622;3.832020997375328;3.3530183727034117;0.0;0.0;0.479002624671916;0.479002624671916;0.0;0.0;0.0
BinaryMuse;37.81531531531531;3.9459459459459456;3.617117117117117;0.6576576576576576;0.3288288288288288;0.6576576576576576;0.9864864864864864;0.0;0.0;0.0
Ben3eeE;23.12378167641325;4.269005847953216;4.269005847953216;0.0;0.0;0.0;0.0;0.0;0.0;0.0
thomasjo;22.38800827015851;4.276361130254997;4.276361130254997;0.0;0.0;0.0;0.0;0.0;0.0;0.0
leroix;48.93854748603352;4.078212290502793;2.0391061452513966;4.078212290502793;2.0391061452513966;8.156424581005586;6.11731843575419;0.0;0.0;0.0
kevinsawicki;36.60458452722063;4.6017191977077365;4.6017191977077365;0.836676217765043;0.836676217765043;0.0;0.0;0.0;0.0;0.0
simurai;59.0271636133923;5.764371446620341;5.533796588755528;0.23057485786481366;0.23057485786481366;0.4611497157296273;0.23057485786481366;0.0;0.0;0.0
joshaber;10.690376569037657;2.443514644351464;1.8326359832635981;0.610878661087866;0.305439330543933;2.7489539748953975;3.0543933054393304;0.0;0.0;0.0
izuzak;58.51587301587301;3.4761904761904763;2.8968253968253967;0.0;0.0;2.317460317460317;1.7380952380952381;0.0;0.0;0.0
nathansobo;53.4048404840484;3.8815548221488814;3.7477081041437477;1.0707737440410707;1.0707737440410707;0.13384671800513384;0.13384671800513384;0.0;0.0;0.0
benogle;47.94806517311609;2.973523421588595;2.6018329938900204;0.7433808553971487;0.7433808553971487;0.7433808553971487;0.7433808553971487;0.0;0.0;0.0
probablykevin;25.059701492537314;0.0;0.0;1.0895522388059702;0.0;0.0;0.0;1.0895522388059702;0.0;0.0
jasonrudolph;20.763986835919134;2.402444757874941;2.230841560883874;0.0;0.0;0.17160319699106724;0.0;0.0;0.0;0.0
50Wliu;54.074074074074076;5.040803515379786;5.040803515379786;0.0;0.0;0.0;0.0;0.0;0.0;0.0
kevinnathan;17.169954476479514;0.5538694992412746;0.0;3.323216995447648;2.769347496206373;0.5538694992412746;0.0;1.1077389984825492;0.0;0.0
probablycorey-and-nathan;32.046750285062714;0.0;0.0;4.161915621436716;3.7457240592930443;0.0;0.0;0.4161915621436716;0.0;0.0
maxbrunsfeld;50.56838365896981;4.7542924807578455;4.7542924807578455;0.4322084073416223;0.21610420367081115;0.0;0.21610420367081115;0.0;0.0;0.0
kuychaco;50.080710250201776;4.124293785310734;3.829701372074253;0.294592413236481;0.294592413236481;0.294592413236481;0.294592413236481;0.0;0.0;0.0
lee-dohm;44.469002695417785;2.557951482479784;2.557951482479784;0.0;0.0;0.0;0.0;0.0;0.0;0.0
damieng;42.27401129943503;3.6087570621468927;3.6087570621468927;0.5155367231638418;0.2577683615819209;0.2577683615819209;0.5155367231638418;0.0;0.0;0.0
