durations,datelimits
424.0,2011-04-04/2012-06-01
65.0,2012-07-10/2012-09-13
30.0,2012-06-10/2012-07-10
22.0,2012-09-13/2012-10-05
19.0,2012-11-08/2012-11-27
17.0,2013-01-02/2013-01-19
29.0,2013-02-28/2013-03-29
14.0,2012-12-09/2012-12-23
24.0,2013-05-07/2013-05-31
26.0,2013-07-09/2013-08-04
51.0,2013-08-04/2013-09-24
32.0,2013-10-02/2013-11-03
1639.0,2014-12-24/2019-06-20
235.0,2013-11-03/2014-06-26
