durations,datelimits
82.0,2013-08-30/2013-11-20
73.0,2014-02-12/2014-04-26
83.0,2014-06-04/2014-08-26
124.0,2015-08-01/2015-12-03
32.0,2015-06-16/2015-07-18
17.0,2015-05-23/2015-06-09
12.0,2015-07-18/2015-07-30
10.0,2016-03-14/2016-03-24
9.0,2016-06-21/2016-06-30
111.0,2018-04-23/2018-08-12
105.0,2018-11-26/2019-03-11
