durations,datelimits
72.0,2013-03-07/2013-05-18
88.0,2013-05-18/2013-08-14
30.0,2014-07-13/2014-08-12
22.0,2014-08-26/2014-09-17
27.0,2014-09-17/2014-10-14
24.0,2015-04-19/2015-05-13
15.0,2015-05-13/2015-05-28
17.0,2015-06-30/2015-07-17
8.0,2015-07-25/2015-08-02
17.0,2015-09-04/2015-09-21
9.0,2015-12-05/2015-12-14
13.0,2016-03-11/2016-03-24
19.0,2016-10-04/2016-10-23
24.0,2016-12-10/2017-01-03
35.0,2017-01-07/2017-02-11
43.0,2017-02-14/2017-03-29
87.0,2017-03-29/2017-06-24
30.0,2017-08-08/2017-09-07
29.0,2017-12-14/2018-01-12
34.0,2018-01-23/2018-02-26
41.0,2018-03-14/2018-04-24
127.0,2018-04-24/2018-08-29
175.0,2018-12-27/2019-06-20
