"[25, '2018-04-07/2018-05-02']","['sot', 25, '2018-04-07/2018-05-02']"
"[82, '2018-06-12/2018-09-02']","['sot', 33, '2018-06-12/2018-07-15']","['h', 34, '2018-07-30/2018-08-18']"
"[8, '2018-05-19/2018-05-27']","['sot', 8, '2018-05-19/2018-05-27']"
