durations,datelimits
15,2012-02-01/2012-02-16
25,2011-03-22/2011-04-16
41,2011-02-09/2011-03-22
40,2010-12-31/2011-02-09
9,2010-12-22/2010-12-31
12,2010-11-21/2010-12-03
8,2010-09-11/2010-09-19
16,2010-08-06/2010-08-22
22,2010-05-31/2010-06-22
283.0,2015-07-04/2016-01-16
