durations,datelimits
15.0,2015-12-22/2016-01-06
12.0,2015-11-18/2015-11-30
12.0,2016-01-22/2016-02-03
10.0,2016-06-03/2016-06-13
11.0,2016-10-04/2016-10-15
19.0,2017-06-30/2017-07-19
14.0,2017-07-19/2017-08-02
9.0,2018-01-23/2018-02-01
8.0,2018-05-23/2018-05-31
15.0,2018-06-21/2018-07-06
13.0,2018-11-20/2018-12-03
