"[19.0, '2017-09-27/2017-10-16']","['sot', 19, '2017-09-27/2017-10-16']"
"[22.0, '2017-10-25/2017-11-16']","['sot', 22, '2017-10-25/2017-11-16']"
"[48.0, '2018-07-16/2018-09-02']","['sot', 48, '2018-07-16/2018-09-02']"
