id,date,creator_login
101137208,2015-05-12 05:21:56,chrisdickinson
101137740,2015-05-12 05:27:14,chrisdickinson
101034667,2015-05-11 20:12:31,chrisdickinson
101062196,2015-05-11 22:06:38,chrisdickinson
78118816,2015-03-10 18:38:16,chrisdickinson
85226260,2015-03-23 22:11:37,chrisdickinson
77259980,2015-03-04 22:04:34,chrisdickinson
77263342,2015-03-04 22:23:49,chrisdickinson
76785574,2015-03-02 19:11:12,chrisdickinson
76802237,2015-03-02 20:03:53,chrisdickinson
76784333,2015-03-02 19:07:40,chrisdickinson
76858358,2015-03-03 00:03:09,chrisdickinson
76859599,2015-03-03 00:11:26,chrisdickinson
76861270,2015-03-03 00:24:41,chrisdickinson
76864017,2015-03-03 00:46:34,chrisdickinson
76786716,2015-03-02 19:14:11,chrisdickinson
76807052,2015-03-02 20:17:56,chrisdickinson
76787160,2015-03-02 19:15:28,chrisdickinson
76805561,2015-03-02 20:13:21,chrisdickinson
75836250,2015-02-24 20:14:03,chrisdickinson
75848568,2015-02-24 21:20:46,chrisdickinson
