to;Active;Sleeping;Hibernating;Dead
Dead;38.74053694214721;11.531314321331632;-;49.72814873652116
Hibernating;45.412776471076064;19.05558507563224;3.6929944117221503;31.838644041569548
Sleeping;80.59134600293882;5.094020412381884;14.314633584679287;-
Active;87.37690265459331;8.504660272631561;4.118437072775123;-
