to;Active;Sleeping;Hibernating;Dead
Dead;18.94136881378842;11.27512097340599;-;69.7835102128056
Hibernating;40.55112353671157;16.358870849419837;10.539036662816859;32.55096895105174
Sleeping;89.51657649355928;2.3548662739471538;8.128557232493561;-
Active;90.42053010355457;8.23467543483894;1.3447944616064822;-
