to;Active;Sleeping;Hibernating;Dead
Dead;26.818705521187464;14.155388693557217;-;59.02590578525532
Hibernating;31.97584389305253;37.028179331850346;10.507049247353129;20.488927527743993
Sleeping;74.30218387399954;4.649117444806706;21.048698681193756;-
Active;86.84606082990604;9.923906458934253;3.2300327111597102;-
