to;Active;Sleeping;Hibernating;Dead
Dead;100.0;0.0;-;0.0
Hibernating;35.1205308870735;46.17209106257493;11.989198372327714;6.718179678023859
Sleeping;77.9994514969357;4.166458684996299;17.834089818067998;-
Active;87.39023056127674;10.258654554368945;2.3511148843543164;-
