to;Active;Sleeping;Hibernating;Dead
Dead;50.0;50.0;-;0.0
Hibernating;69.48397852835161;12.546239020001282;10.604617705830744;7.365164745816356
Sleeping;91.20539576833244;2.0006573203334987;6.793946911334052;-
Active;90.0505111370482;7.807170719178677;2.1423181437731134;-
