to;Active;Sleeping;Hibernating;Dead
Dead;0.0;0.0;-;100.0
Hibernating;42.32376847468824;31.310613215060133;21.517081281536377;4.848537028715262
Sleeping;91.87530067743107;1.3723581703331211;6.752341152235816;-
Active;90.58402141000774;8.74126265709479;0.6747159328974754;-
