to;Active;Sleeping;Hibernating;Dead
Dead;50.0;0.0;-;50.0
Hibernating;34.413986098449115;45.0526722935741;10.400045776049172;10.133295831927613
Sleeping;79.01989740107729;4.04686105780887;16.933241541113837;-
Active;89.05469694393514;8.912668354159761;2.0326347019050957;-
