durations,datelimits
9.0,2017-07-12/2017-07-21
16.0,2017-06-26/2017-07-12
13.0,2017-03-09/2017-03-22
42.0,2016-05-09/2016-06-20
13.0,2011-03-31/2011-04-13
65.0,2015-08-07/2015-10-11
49.0,2009-12-11/2010-01-29
