Project;AtoA;AtoS;AtoH;StoA;StoS;StoH;HtoA;HtoS;HtoH;HtoD;DtoA;DtoS;DtoD
jabref;87.73139767485013;9.905560046008627;2.3630422791412453;78.77020807979895;5.281285765543997;15.94850615465705;41.44511220821177;42.22859736644718;12.090050322375411;4.236240102965637;100.0;0.0;0.0
ionic;85.60409846628562;10.021951166275942;4.373950367438435;74.58379350781159;7.653532602022183;17.76267389016623;47.5883710526866;22.11253069966659;9.872254790410317;20.426843457236505;52.747742369485515;47.252257630514485;0.0
atom;87.50731305721172;9.714473191387729;2.778213751400562;66.43613696093082;4.793241690008099;28.77062134906106;28.72500459573232;41.52803094823573;10.986167344269148;18.760797111762795;23.249577710168282;18.43929069470062;58.3111315951311
flutter;89.72194711389102;9.416865797634486;0.861187088474496;92.58719718165835;1.8676229932824584;5.545179825059185;53.43109498332659;27.457325662000315;19.11157935467309;0.0;0.0;0.0;0.0
linguist;88.00789170989142;8.068274233482228;3.923834056626343;58.45173395109795;14.631228799816821;26.91703724908523;29.142791760590637;52.0943057819837;11.346574089190732;7.4163283682349395;50.0;50.0;0.0
elixir;86.46887263783537;11.230298118305868;2.3008292438587654;91.38167571621779;3.6486686620431086;4.969655621739095;48.01494201533717;14.76606575112259;4.981763841397724;32.23722839214252;67.19815166884821;0.0;32.801848331151795
react;89.82572117677334;8.811948134080758;1.362330689145904;77.02789477360741;1.8392400370795259;21.132865189313073;11.035603423794342;35.92639825291683;5.321641370469399;47.71635695281943;15.958369470945364;7.979184735472682;76.06244579358196
laravel;90.4280750753056;8.082164107407989;1.4897608172864027;84.21997790960903;4.322038955658403;11.457983134732578;30.434806135811733;24.23039938098872;8.87078427201372;36.46401021118581;50.0;15.165425167109964;34.83457483289003
