project;mean;st_dev;var;median;breaks_devlife_corr
framework;16.349115686537985;29.016454374285292;841.9546244549801;3.842105263157895;-0.35738763172707627
react;21.723744040171574;30.338044687181455;920.3969554414189;7.088046757164404;-0.2965584112629772
elixir;13.776050738160398;22.47305548666531;505.0382229067378;3.6684343434343436;-0.29169778681043296
linguist;25.569185677247262;35.35762563375452;1250.1616904567352;8.902439024390244;-0.3644037021765214
flutter;23.93524662037229;24.189415399574525;585.1278173731731;15.118343195266272;-0.07724641457879813
atom;31.071867093953273;34.463908835238534;1187.7610122036326;17.967651195499297;-0.24527823430973836
ionic;19.55256804447901;21.506546566359802;462.53154521100254;10.735294117647058;-0.11771831888878154
jabref;31.651000187345193;30.44890110307186;927.1355783846509;22.742853979151178;-0.25895221660598955
