to;Active;Sleeping;Hibernating;Dead
Dead;35.901198729532005;17.808901664224255;-;46.289899606243736
Hibernating;34.52337911776033;34.226052928274676;10.546859564910404;20.703708389054597
Sleeping;79.79518232127933;4.280358571949627;15.924459106771039;-
Active;88.54799981106608;9.436336418755998;2.0156637701779183;-
