"[35, '2017-11-30/2018-01-04']","['sot', 35, '2017-11-30/2018-01-04']"
"[35, '2018-04-16/2018-05-21']","['sot', 35, '2018-04-16/2018-05-21']"
"[72, '2018-05-21/2018-08-01']","['sot', 72, '2018-05-21/2018-08-01']"
"[50, '2018-11-14/2019-01-03']","['sot', 50, '2018-11-14/2019-01-03']"
