"[55, '2015-10-23/2015-12-17']","['sot', 55, '2015-10-23/2015-12-17']"
"[29, '2016-04-07/2016-05-06']","['sot', 29, '2016-04-07/2016-05-06']"
"[23, '2016-06-28/2016-07-21']","['sot', 23, '2016-06-28/2016-07-21']"
"[76, '2017-02-02/2017-04-19']","['sot', 76, '2017-02-02/2017-04-19']"
"[363, '2017-04-19/2018-04-17']","['sot', 363, '2017-04-19/2018-04-17']"
"[118, '2018-04-20/2018-08-16']","['sot', 118, '2018-04-20/2018-08-16']"
"[103, '2018-08-16/2018-11-27']","['sot', 103, '2018-08-16/2018-11-27']"
"[142, '2019-01-29/2019-06-20']","['sot', 142, '2019-01-29/2019-06-20']"
