durations;datelimits
12.0;2018-12-07/2018-12-19
15.0;2018-10-02/2018-10-17
9.0;2018-03-19/2018-03-28
10.0;2017-12-16/2017-12-26
14.0;2018-01-29/2018-02-12
14.0;2017-10-09/2017-10-23
14.0;2016-12-14/2016-12-28
25.0;2017-01-13/2017-02-07
13.0;2016-10-14/2016-10-27
10.0;2016-08-30/2016-09-09
10.0;2016-07-15/2016-07-25
126.0;2016-03-02/2016-07-06
12.0;2016-01-13/2016-01-25
18.0;2015-12-17/2016-01-04
12.0;2015-07-31/2015-08-12
17.0;2015-06-19/2015-07-06
14.0;2015-04-16/2015-04-30
11.0;2015-03-13/2015-03-24
7.0;2015-01-02/2015-01-09
