durations;datelimits
1035.0;2016-03-02/2019-01-01
54.0;2015-12-03/2016-01-26
27.0;2015-11-06/2015-12-03
34.0;2015-08-13/2015-09-16
13.0;2015-06-04/2015-06-17
5.0;2015-02-13/2015-02-18
6.0;2015-02-04/2015-02-10
4.0;2015-01-30/2015-02-03
4.0;2015-01-23/2015-01-27
16.0;2014-12-20/2015-01-05
5.0;2014-11-26/2014-12-01
5.0;2014-08-28/2014-09-02
4.0;2014-08-15/2014-08-19
15.0;2014-03-10/2014-03-25
53.0;2014-03-31/2014-05-23
48.0;2014-01-10/2014-02-27
13.0;2013-12-21/2014-01-03
20.0;2013-07-24/2013-08-13
