user_id,2019-05-28,2019-05-29,2019-05-30,2019-05-31,2019-06-01,2019-06-02,2019-06-03,2019-06-04,2019-06-05,2019-06-06,2019-06-07,2019-06-08,2019-06-09,2019-06-10,2019-06-11,2019-06-12,2019-06-13,2019-06-14,2019-06-15
sandervanhooft,1,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0
vernondegoede,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taylorotwell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSnoeren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
eroelofsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
