"[84, '2015-03-29/2015-06-21']","['sot', 84, '2015-03-29/2015-06-21']"
"[216, '2015-06-22/2016-01-24']","['sot', 216, '2015-06-22/2016-01-24']"
"[322, '2016-01-24/2016-12-11']","['sot', 322, '2016-01-24/2016-12-11']"
"[56, '2017-05-18/2017-07-13']","['sot', 56, '2017-05-18/2017-07-13']"
"[93, '2017-08-25/2017-11-26']","['sot', 93, '2017-08-25/2017-11-26']"
"[216, '2018-02-17/2018-09-21']","['sot', 216, '2018-02-17/2018-09-21']"
"[236, '2018-10-24/2019-06-17']","['sot', 236, '2018-10-24/2019-06-17']"
