"[421, '2015-09-09/2016-11-03']","['h', 120, '2015-09-09/2016-01-07']","['sot', 301, '2016-01-07/2016-11-03']"
"[219, '2017-12-20/2018-07-27']","['sot', 219, '2017-12-20/2018-07-27']"
