"[46, '2012-06-09/2012-07-25']","['h', 29, '2012-06-09/2012-07-08']","['sot', 17, '2012-07-08/2012-07-25']"
"[58, '2012-07-25/2012-09-21']","['sot', 58, '2012-07-25/2012-09-21']"
"[197, '2012-10-18/2013-05-03']","['sot', 107, '2012-10-18/2013-02-02']","['h', 90, '2013-03-10/2013-05-03']"
"[305, '2013-06-16/2014-04-17']","['h', 288, '2013-06-16/2014-03-31']"
