"[19, '2018-12-15/2019-01-03']","['sot', 19, '2018-12-15/2019-01-03']"
"[9, '2019-03-30/2019-04-08']","['sot', 9, '2019-03-30/2019-04-08']"
"[11, '2019-05-11/2019-05-22']","['sot', 11, '2019-05-11/2019-05-22']"
