dev;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
trueadm;35.34389140271493;2.9728506787330318;2.6425339366515836;0.33031674208144796;0.33031674208144796;0.33031674208144796;0.0;0.0;0.0;0.0
vjeux;32.94002242152466;3.4781390134529144;3.4781390134529144;0.0;0.0;0.0;0.0;0.0;0.0;0.0
yungsters;32.09882139619221;1.8200362647325476;1.3236627379873074;1.3236627379873074;1.158204895738894;0.49637352674524027;0.33091568449682685;0.0;0.0;0.0
syranide;12.835164835164834;2.4065934065934065;2.4065934065934065;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jimfb;59.58088235294118;4.294117647058823;3.757352941176471;0.0;0.0;1.6102941176470589;1.6102941176470589;0.0;0.0;0.0
bvaughn;56.637931034482754;3.9331896551724133;3.9331896551724133;0.0;0.0;0.0;0.0;0.0;0.0;0.0
cpojer;39.23970944309927;3.88861985472155;3.88861985472155;0.17675544794188863;0.17675544794188863;0.0;0.0;0.0;0.0;0.0
acdlite;34.607776261937246;2.2407912687585267;2.2407912687585267;0.24897680763983632;0.24897680763983632;0.0;0.0;0.0;0.0;0.0
chenglou;41.19285714285714;3.9976190476190476;3.9976190476190476;0.0;0.0;0.0;0.0;0.0;0.0;0.0
benjamn;26.131639722863742;2.5288683602771362;2.5288683602771362;0.0;0.0;0.0;0.0;0.0;0.0;0.0
zpao;50.04847645429363;2.19067405355494;2.19067405355494;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sebmarkbage;40.79806807727691;4.5331186752529895;4.5331186752529895;0.0;0.0;0.0;0.0;0.0;0.0;0.0
aweary;15.755395683453237;1.750599520383693;1.750599520383693;0.583533173461231;0.2917665867306155;0.0;0.2917665867306155;0.0;0.0;0.0
petehunt;28.634937238493723;2.672594142259414;1.9089958158995817;0.0;0.0;1.5271966527196654;1.145397489539749;0.0;0.0;0.0
koba04;13.363844393592679;0.8352402745995424;0.8352402745995424;0.0;0.0;0.0;0.0;0.0;0.0;0.0
nhunzaker;11.072589382448538;1.7795232936078005;1.7795232936078005;0.0;0.0;0.0;0.0;0.0;0.0;0.0
marocchino;49.59239130434782;1.9836956521739129;0.0;3.9673913043478257;1.9836956521739129;3.9673913043478257;1.9836956521739129;3.9673913043478257;0.0;0.0
keyz;9.697130712008502;1.55154091392136;1.16365568544102;0.38788522848034;0.38788522848034;0.38788522848034;0.38788522848034;0.0;0.0;0.0
flarnie;50.66953316953317;2.2420147420147423;1.7936117936117937;0.4484029484029484;0.4484029484029484;0.4484029484029484;0.4484029484029484;0.0;0.0;0.0
gaearon;42.96436285097192;4.33585313174946;4.33585313174946;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sophiebits;52.513014671083766;5.873166114529106;5.873166114529106;0.0;0.0;0.0;0.0;0.0;0.0;0.0
