kevinsawicki,4,102,3,10,5,7,4,11,2,5,9,4,37,88,2,2,6,20,149,45,8,65,4,70,56,50,772,0.038860103626943004
nathansobo,321,423,745,0.004026845637583893
mathiasbynens,1,1.0
guivinicius,4,6,12,0.3333333333333333
jacobbednarz,1,1.0
smfoote,21,22,0.09090909090909091
Sneagan,1,1.0
johncatley,1,1.0
erikdonohoo,1,1.0
postcasio,1,1.0
ryansobol,1,1.0
PeterDaveHello,1,1.0
maxbrunsfeld,20,115,1004,152,6,17,10,32,4,5,78,216,1664,0.010216346153846154
mnquintana,117,58,176,0.017045454545454544
dcalhoun,8,9,0.2222222222222222
thomasjo,1,1.0
benogle,5,2,6,20,58,6,53,3,157,0.07643312101910828
Talon1024,1,1.0
heinst,1,1.0
50Wliu,2,96,39,31,134,23,3,25,31,14,11,3,2,9,10,12,69,11,81,10,16,15,75,6,8,11,2,9,14,3,4,3,39,13,19,18,39,64,2,30,1020,0.052941176470588235
darobin,1,1.0
jordanbtucker,1,1.0
redbassett,1,1.0
Hermanya,2,1.0
shubheksha,1,1.0
kevinastone,5,231,238,0.01680672268907563
damieng,11,12,0.16666666666666666
andyrichardson,1,1.0
dsesar,1,1.0
as-cii,1,1.0
DavidePastore,30,31,0.06451612903225806
Ingramz,133,267,409,810,0.0049382716049382715
Alhadis,1,1.0
torn4dom4n,1,1.0
hediyi,2,4,0.75
JonathanWolfe,2,1.0
lee-dohm,4,5,0.4
invalid-email-address,2,3,0.6666666666666666
MoritzKn,162,88,251,0.01195219123505976
abaracedo,5,3,9,0.3333333333333333
GrimLink,1,1.0
anefzaoui,1,1.0
leroix,2,1.0
bennypowers,1,1.0
jasonrudolph,7,217,226,0.017699115044247787
