manucorporat,2017-08-09/2017-08-23,2017-08-23/2017-09-06,2017-09-06/2017-10-09,2017-10-09/2017-10-23
tlancina,2017-09-20/2017-09-22,2017-09-22/2017-10-25,2017-10-26/2017-10-31
