dev;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
bengl;11.252408477842003;1.758188824662813;1.758188824662813;0.0;0.0;0.0;0.0;0.0;0.0;0.0
oyyd;26.160409556313994;4.982935153583617;4.982935153583617;0.0;0.0;0.0;0.0;0.0;0.0;0.0
devsnek;35.65719360568384;3.8898756660746003;3.8898756660746003;0.0;0.0;0.0;0.0;0.0;0.0;0.0
santigimeno;16.35437881873727;1.7345553292600133;1.7345553292600133;0.2477936184657162;0.2477936184657162;0.0;0.0;0.0;0.0;0.0
BridgeAR;59.66346153846154;5.013736263736264;5.013736263736264;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ChALkeR;8.09825673534073;0.8676703645007925;0.8676703645007925;0.0;0.0;0.0;0.0;0.0;0.0;0.0
vkurchatkin;15.29940119760479;2.18562874251497;2.18562874251497;0.0;0.0;0.0;0.0;0.0;0.0;0.0
gireeshpunathil;8.021978021978022;1.253434065934066;1.253434065934066;0.0;0.0;0.0;0.0;0.0;0.0;0.0
eugeneo;24.53464322647363;2.264736297828335;2.264736297828335;0.0;0.0;0.0;0.0;0.0;0.0;0.0
indutny;21.267430278884465;1.8177290836653388;1.8177290836653388;0.36354581673306774;0.36354581673306774;0.0;0.0;0.0;0.0;0.0
ZYSzys;49.3984962406015;6.860902255639098;6.860902255639098;0.0;0.0;0.0;0.0;0.0;0.0;0.0
joaocgreis;10.295500335795836;0.49026192075218267;0.49026192075218267;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tniessen;36.76258992805755;3.0635491606714624;3.0635491606714624;0.0;0.0;0.0;0.0;0.0;0.0;0.0
bzoz;16.790000000000003;1.095;1.095;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mcollina;19.14423740510697;1.5113871635610767;1.5113871635610767;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lpinca;20.848982785602505;1.9992175273865413;1.9992175273865413;0.0;0.0;0.0;0.0;0.0;0.0;0.0
not-an-aardvark;10.110803324099722;0.5055401662049861;0.5055401662049861;0.0;0.0;0.0;0.0;0.0;0.0;0.0
evanlucas;30.392313851080868;1.1689351481184949;1.1689351481184949;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Trott;75.54253181513731;8.067649028801073;8.067649028801073;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TimothyGu;23.154185022026432;2.251101321585903;2.251101321585903;0.32158590308370044;0.32158590308370044;0.0;0.0;0.0;0.0;0.0
cjihrig;51.50696864111498;3.603368176538908;3.603368176538908;0.2119628339140534;0.2119628339140534;0.0;0.0;0.0;0.0;0.0
chrisdickinson;7.441386340468909;0.7441386340468908;0.7441386340468908;0.3720693170234454;0.3720693170234454;0.0;0.0;0.0;0.0;0.0
JacksonTian;9.871886120996441;1.5587188612099645;1.5587188612099645;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BethGriggs;7.888015717092339;0.7170923379174853;0.7170923379174853;0.0;0.0;0.0;0.0;0.0;0.0;0.0
bnoordhuis;39.71331828442438;2.9661399548532734;2.9661399548532734;0.3295711060948081;0.16478555304740405;0.0;0.0;0.16478555304740405;0.16478555304740405;0.0
MylesBorins;36.41660319878142;2.223914699162224;2.223914699162224;0.0;0.0;0.0;0.0;0.0;0.0;0.0
watilde;11.540198735320686;2.3080397470641376;2.3080397470641376;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AndreasMadsen;10.500992063492063;1.0863095238095237;1.0863095238095237;0.0;0.0;0.0;0.0;0.0;0.0;0.0
srl295;8.535384615384617;0.8984615384615385;0.8984615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0
fhinkel;13.605398457583549;1.4074550128534704;1.4074550128534704;0.0;0.0;0.0;0.0;0.0;0.0;0.0
shisama;29.901129943502823;5.155367231638418;5.155367231638418;0.0;0.0;0.0;0.0;0.0;0.0;0.0
richardlau;13.790192926045016;2.0538585209003215;2.0538585209003215;0.0;0.0;0.0;0.0;0.0;0.0;0.0
guybedford;12.402912621359224;0.5906148867313916;0.5906148867313916;0.0;0.0;0.0;0.0;0.0;0.0;0.0
starkwang;21.726190476190478;2.7157738095238098;2.7157738095238098;0.5431547619047619;0.5431547619047619;0.0;0.0;0.0;0.0;0.0
trevnorris;23.397435897435898;2.47737556561086;2.47737556561086;0.27526395173454;0.27526395173454;0.0;0.0;0.0;0.0;0.0
gabrielschulhof;25.5974025974026;1.896103896103896;1.896103896103896;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lance;7.490671641791045;1.7024253731343284;1.7024253731343284;0.0;0.0;0.0;0.0;0.0;0.0;0.0
danbev;58.346957311534965;5.635785649409628;5.635785649409628;0.0;0.0;0.0;0.0;0.0;0.0;0.0
zkat;7.815845824411135;0.7815845824411135;0.7815845824411135;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jasnell;45.44747081712062;6.154345006485084;6.154345006485084;0.0;0.0;0.0;0.0;0.0;0.0;0.0
gibfahn;17.950819672131146;1.1219262295081966;1.1219262295081966;0.0;0.0;0.0;0.0;0.0;0.0;0.0
yorkie;7.8678537956888475;1.0262417994376758;1.0262417994376758;0.0;0.0;0.0;0.0;0.0;0.0;0.0
thefourtheye;21.391941391941394;3.208791208791209;3.208791208791209;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Fishrock123;22.63192612137203;2.4076517150395778;2.4076517150395778;0.0;0.0;0.0;0.0;0.0;0.0;0.0
hashseed;10.682926829268292;0.4451219512195122;0.4451219512195122;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ofrobots;19.89617131732641;0.9474367293964958;0.9474367293964958;0.0;0.0;0.0;0.0;0.0;0.0;0.0
addaleax;74.3730407523511;4.862852664576803;4.576802507836991;0.0;0.0;0.28605015673981193;0.28605015673981193;0.0;0.0;0.0
brendanashworth;8.038038038038037;1.096096096096096;1.096096096096096;0.36536536536536535;0.36536536536536535;0.0;0.0;0.0;0.0;0.0
joyeecheung;60.505920344456406;4.321851453175458;4.321851453175458;0.0;0.0;0.0;0.0;0.0;0.0;0.0
apapirovski;37.004608294930875;4.485407066052228;4.485407066052228;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jbergstroem;19.487734487734485;3.16017316017316;3.16017316017316;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mhdawson;20.936902485659655;1.395793499043977;1.395793499043977;0.0;0.0;0.0;0.0;0.0;0.0;0.0
refack;46.12883435582822;5.822085889570552;5.822085889570552;0.0;0.0;0.0;0.0;0.0;0.0;0.0
targos;43.9924670433145;1.6038920276208413;1.6038920276208413;0.0;0.0;0.0;0.0;0.0;0.0;0.0
