kevinsawicki,83,2,15,5,31,25,17,44,16,82,322,0.037267080745341616
amccloud,3,41,45,0.06666666666666667
philschatz,21,12,35,0.11428571428571428
jmacdonald,2,3,0.6666666666666666
mnquintana,1,1.0
