durations,datelimits
18.0,2017-04-11/2017-04-29
107.0,2017-05-15/2017-08-30
39.0,2017-08-30/2017-10-08
25.0,2017-11-29/2017-12-24
11.0,2017-12-29/2018-01-09
20.0,2018-08-27/2018-09-16
12.0,2018-10-12/2018-10-24
8.0,2019-01-22/2019-01-30
12.0,2019-02-22/2019-03-06
18.0,2019-05-02/2019-05-20
14.0,2019-05-22/2019-06-05
