durations,datelimits
39.0,2013-11-16/2013-12-25
20.0,2014-06-09/2014-06-29
18.0,2014-08-13/2014-08-31
37.0,2015-05-19/2015-06-25
14.0,2015-07-18/2015-08-01
22.0,2016-02-24/2016-03-17
13.0,2016-01-14/2016-01-27
11.0,2016-09-30/2016-10-11
20.0,2016-11-13/2016-12-03
23.0,2017-02-08/2017-03-03
33.0,2017-03-07/2017-04-09
112.0,2017-04-09/2017-07-30
28.0,2018-04-06/2018-05-04
25.0,2018-06-18/2018-07-13
10.0,2018-08-05/2018-08-15
13.0,2018-09-28/2018-10-11
17.0,2018-11-16/2018-12-03
86.0,2019-03-25/2019-06-19
