"[274, '2014-06-05/2015-03-06']","['sot', 274, '2014-06-05/2015-03-06']"
"[113, '2015-04-08/2015-07-30']","['sot', 113, '2015-04-08/2015-07-30']"
"[110, '2015-10-30/2016-02-17']","['sot', 110, '2015-10-30/2016-02-17']"
"[789, '2016-09-28/2018-11-26']","['sot', 789, '2016-09-28/2018-11-26']"
