"[11, '2017-12-09/2017-12-20']","['sot', 11, '2017-12-09/2017-12-20']"
"[80, '2017-12-20/2018-03-10']","['sot', 17, '2017-12-20/2018-01-06']","['h', 13, '2018-01-12/2018-01-19']","['sot', 37, '2018-01-19/2018-02-25']","['h', 13, '2018-03-03/2018-03-10']"
"[467, '2018-03-10/2019-06-20']","['h', 12, '2018-03-10/2018-03-22']","['sot', 78, '2018-03-22/2018-06-08']","['h', 15, '2018-06-14/2018-06-23']","['sot', 334, '2018-06-23/2019-05-23']","['h', 28, '2019-05-29/2019-06-20']"
