"[167, '2015-08-05/2016-01-19']","['sot', 167, '2015-08-05/2016-01-19']"
"[53, '2016-01-25/2016-03-18']","['sot', 53, '2016-01-25/2016-03-18']"
"[1189, '2016-03-18/2019-06-20']","['sot', 827, '2016-03-18/2018-06-23']","['h', 311, '2018-08-19/2019-04-30']"
