dev;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
krisgiesing;15.484848484848484;1.7696969696969695;1.3272727272727272;0.4424242424242424;0.4424242424242424;1.3272727272727272;0.8848484848484848;0.0;0.0;0.0
amirh;34.25698324022346;2.446927374301676;2.446927374301676;0.40782122905027934;0.40782122905027934;0.0;0.0;0.0;0.0;0.0
DanTup;50.12572533849129;2.8239845261121856;2.8239845261121856;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jonahwilliams;71.14406779661017;3.8665254237288136;3.8665254237288136;0.0;0.0;0.0;0.0;0.0;0.0;0.0
vlidholt;26.345864661654137;3.293233082706767;2.744360902255639;0.5488721804511278;0.5488721804511278;2.1954887218045114;2.1954887218045114;0.0;0.0;0.0
jacob314;37.743309002433094;5.328467153284672;5.328467153284672;0.0;0.0;0.0;0.0;0.0;0.0;0.0
pylaligand;13.920671243325707;1.6704805491990848;1.3920671243325706;1.1136536994660564;1.1136536994660564;0.2784134248665141;0.0;0.0;0.0;0.0
szakarias;42.82122905027933;6.11731843575419;6.11731843575419;1.3594040968342644;0.6797020484171322;0.0;0.6797020484171322;0.0;0.0;0.0
eseidelGoogle;29.07539118065434;4.672830725462305;4.672830725462305;0.0;0.0;0.0;0.0;0.0;0.0;0.0
devoncarew;65.56577086280056;5.420792079207921;5.420792079207921;0.0;0.0;0.0;0.0;0.0;0.0;0.0
