nathansobo,3,6,256,21,288,0.020833333333333332
kevinsawicki,27,3,2,150,7,172,3,365,0.021917808219178082
benogle,5,2,5,8,23,0.30434782608695654
maxbrunsfeld,2,2,7,3,2,19,0.42105263157894735
