durations;datelimits
828;2017-03-14/2019-06-20
98;2016-12-06/2017-03-14
261;2016-02-08/2016-10-26
41;2015-12-04/2016-01-14
20;2015-11-11/2015-12-01
13;2015-09-01/2015-09-14
6;2015-07-21/2015-07-27
11;2015-07-09/2015-07-20
5;2015-07-01/2015-07-06
4;2015-05-22/2015-05-26
5;2015-05-01/2015-05-06
4;2015-03-19/2015-03-23
4;2015-03-05/2015-03-09
4;2015-01-16/2015-01-20
12;2014-12-24/2015-01-05
10;2014-11-21/2014-12-01
7;2013-12-24/2013-12-31
14;2012-11-05/2012-11-19
20;2012-11-20/2012-12-10
19;2012-08-23/2012-09-11
17;2012-08-05/2012-08-22
44;2012-06-18/2012-08-01
