schacon,39,7,9,156,169,385,0.025974025974025976
dustin,1,1.0
ngerakines,1,1.0
mischa,1,1.0
halorgium,502,503,0.003976143141153081
judofyr,1,1.0
runpaint,1,1.0
bryceroney,1,1.0
defunkt,2,6,21,23,4,15,2,10,331,131,59,607,0.023064250411861616
pjhyett,1,1.0
EddieRingle,104,105,0.01904761904761905
mdornseif,1,1.0
technoweenie,7,7,13,4,32,23,14,72,52,13,8,9,6,19,3,4,23,3,27,31,220,592,0.03885135135135135
kneath,1,1.0
fitzgen,1,1.0
claudiob,1,1.0
fjakobs,1,1.0
nabeelmukhtar,2,1.0
sarahhodne,1,1.0
rohit,1,1.0
diogenes,1,1.0
mtodd,1,1.0
farnoy,10,22,33,0.09090909090909091
petros,1,1.0
mislav,1,1.0
atmos,97,98,0.02040816326530612
kevinsawicki,1,1.0
mojombo,1,1.0
jasoncostello,35,37,0.08108108108108109
russplaysguitar,1,1.0
holman,14,56,71,0.04225352112676056
andreazevedo,1,1.0
leereilly,1,1.0
pengwynn,1,1.0
