durations,datelimits
115.0,2014-12-07/2015-04-01
59.0,2014-08-29/2014-10-27
34.0,2014-11-03/2014-12-07
11.0,2015-09-13/2015-09-24
8.0,2016-03-03/2016-03-11
12.0,2016-05-08/2016-05-20
14.0,2016-05-20/2016-06-03
21.0,2016-06-06/2016-06-27
13.0,2016-07-26/2016-08-08
11.0,2016-08-26/2016-09-06
7.0,2016-10-30/2016-11-06
10.0,2017-01-05/2017-01-15
27.0,2017-05-07/2017-06-03
22.0,2017-06-03/2017-06-25
57.0,2017-09-08/2017-11-04
19.0,2017-11-10/2017-11-29
13.0,2017-07-21/2017-08-03
25.0,2018-04-16/2018-05-11
132.0,2018-07-09/2018-11-18
70.0,2018-11-18/2019-01-27
123.0,2019-02-13/2019-06-16
