aroben,3,2,7,0.5714285714285714
jnunemaker,4,18,23,0.13043478260869565
bbasata,4,5,0.4
janester,7,61,26,14,5,8,59,185,0.06486486486486487
ross,4,5,0.4
rhettg,5,2,11,7,7,34,0.20588235294117646
BenEddy,3,3,7,0.42857142857142855
