durations,datelimits
35.0,2016-05-26/2016-06-30
25.0,2016-06-30/2016-07-25
16.0,2016-11-02/2016-11-18
22.0,2016-12-22/2017-01-13
17.0,2017-04-29/2017-05-16
10.0,2017-08-09/2017-08-19
7.0,2017-06-26/2017-07-03
12.0,2017-09-08/2017-09-20
7.0,2018-01-14/2018-01-21
7.0,2018-04-27/2018-05-04
9.0,2018-05-12/2018-05-21
25.0,2018-06-21/2018-07-16
16.0,2018-09-13/2018-09-29
13.0,2018-10-09/2018-10-22
12.0,2018-11-13/2018-11-25
42.0,2018-11-29/2019-01-10
15.0,2019-02-01/2019-02-16
1976.0,2019-06-16/2024-11-12
