"[43.0, '2014-10-21/2014-12-03']","['h', 41, '2014-10-21/2014-12-01']"
"[84.0, '2014-12-03/2015-02-25']","['sot', 84, '2014-12-03/2015-02-25']"
"[21.0, '2015-08-18/2015-09-08']","['sot', 21, '2015-08-18/2015-09-08']"
"[13.0, '2015-09-15/2015-09-28']","['sot', 13, '2015-09-15/2015-09-28']"
"[10.0, '2015-10-30/2015-11-09']","['h', 8, '2015-10-30/2015-11-07']"
"[11.0, '2016-03-18/2016-03-29']","['sot', 11, '2016-03-18/2016-03-29']"
"[14.0, '2016-06-14/2016-06-28']","['sot', 14, '2016-06-14/2016-06-28']"
"[10.0, '2016-05-30/2016-06-09']","['sot', 10, '2016-05-30/2016-06-09']"
"[15.0, '2016-06-28/2016-07-13']","['sot', 15, '2016-06-28/2016-07-13']"
"[121.0, '2016-08-02/2016-12-01']","['sot', 121, '2016-08-02/2016-12-01']"
"[43.0, '2017-01-03/2017-02-15']","['sot', 43, '2017-01-03/2017-02-15']"
"[251.0, '2017-02-16/2017-10-25']","['sot', 131, '2017-02-16/2017-06-27']","['h', 115, '2017-08-07/2017-10-20']"
