"[462, '2017-06-02/2018-09-07']","['sot', 87, '2017-06-02/2017-08-28']","['h', 232, '2017-09-29/2018-04-17']","['sot', 143, '2018-04-17/2018-09-07']"
"[33, '2019-03-14/2019-04-16']","['sot', 33, '2019-03-14/2019-04-16']"
