"[44, '2016-11-28/2017-01-11']","['sot', 44, '2016-11-28/2017-01-11']"
"[11, '2017-01-11/2017-01-22']","['sot', 11, '2017-01-11/2017-01-22']"
"[10, '2017-04-17/2017-04-27']","['sot', 10, '2017-04-17/2017-04-27']"
"[24, '2017-07-14/2017-08-07']","['sot', 24, '2017-07-14/2017-08-07']"
"[10, '2017-08-11/2017-08-21']","['sot', 10, '2017-08-11/2017-08-21']"
"[42, '2018-07-19/2018-08-30']","['sot', 42, '2018-07-19/2018-08-30']"
"[83, '2018-10-19/2019-01-10']","['sot', 83, '2018-10-19/2019-01-10']"
"[70, '2019-03-06/2019-05-15']","['sot', 70, '2019-03-06/2019-05-15']"
