"[72, '2015-05-19/2015-07-30']","['h', 48, '2015-05-19/2015-07-06']"
"[105, '2015-07-31/2015-11-13']","['h', 101, '2015-07-31/2015-11-09']"
"[108, '2015-11-13/2016-02-29']","['sot', 108, '2015-11-13/2016-02-29']"
"[125, '2016-03-17/2016-07-20']","['sot', 125, '2016-03-17/2016-07-20']"
"[26, '2016-12-15/2017-01-10']","['sot', 26, '2016-12-15/2017-01-10']"
"[56, '2017-01-10/2017-03-07']","['sot', 56, '2017-01-10/2017-03-07']"
"[791, '2017-04-20/2019-06-20']","['sot', 96, '2017-04-20/2017-07-25']","['h', 134, '2017-08-30/2017-12-06']","['sot', 218, '2017-12-06/2018-07-12']","['h', 317, '2018-08-17/2019-05-25']"
