"[15, '2015-11-04/2015-11-19']","['sot', 15, '2015-11-04/2015-11-19']"
"[14, '2015-11-19/2015-12-03']","['sot', 14, '2015-11-19/2015-12-03']"
"[53, '2015-12-07/2016-01-29']","['sot', 53, '2015-12-07/2016-01-29']"
"[312, '2016-05-19/2017-03-27']","['sot', 312, '2016-05-19/2017-03-27']"
"[815, '2017-03-27/2019-06-20']","['sot', 79, '2017-03-27/2017-06-14']","['h', 120, '2017-07-03/2017-10-12']","['sot', 93, '2017-10-12/2018-01-13']","['h', 55, '2018-02-01/2018-03-09']","['sot', 112, '2018-03-09/2018-06-29']","['h', 48, '2018-07-18/2018-08-16']","['sot', 90, '2018-08-16/2018-11-14']","['h', 43, '2018-12-03/2018-12-27']","['sot', 175, '2018-12-27/2019-06-20']"
