"[20, '2018-11-20/2018-12-10']","['sot', 20, '2018-11-20/2018-12-10']"
"[17, '2018-12-19/2019-01-05']","['sot', 17, '2018-12-19/2019-01-05']"
"[21, '2019-01-11/2019-02-01']","['sot', 21, '2019-01-11/2019-02-01']"
