"[98, '2018-02-28/2018-06-06']","['sot', 98, '2018-02-28/2018-06-06']"
"[40, '2018-09-06/2018-10-16']","['sot', 40, '2018-09-06/2018-10-16']"
"[41, '2018-11-10/2018-12-21']","['sot', 41, '2018-11-10/2018-12-21']"
"[48, '2019-01-15/2019-03-04']","['sot', 48, '2019-01-15/2019-03-04']"
"[43, '2019-04-02/2019-05-15']","['sot', 43, '2019-04-02/2019-05-15']"
