"[188, '2016-03-18/2016-09-22']","['sot', 188, '2016-03-18/2016-09-22']"
"[107, '2017-06-21/2017-10-06']","['h', 106, '2017-06-21/2017-10-05']"
"[393, '2018-05-23/2019-06-20']","['sot', 393, '2018-05-23/2019-06-20']"
