dev;username;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
4467956;kuychaco;16.526974951830443;2.1098265895953756;1.0549132947976878;1.0549132947976878;0.7032755298651252;1.0549132947976878;1.0549132947976878;0.0;0.0;0.0
67207;smashwilson;15.831847890671419;2.3856209150326797;2.168746286393345;0.21687462863933452;0.0;0.21687462863933452;0.0;0.43374925727866903;0.21687462863933452;0.0
1235045;probablycorey-and-nathan;31.21436716077537;0.0;0.0;4.5781071835803875;4.161915621436716;0.0;0.0;0.4161915621436716;0.0;0.0
751913;Ben3eeE;15.348226018396847;2.3981603153745072;2.3981603153745072;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2504968;paulcbetts;5.6360294117647065;0.5367647058823529;0.5367647058823529;0.0;0.0;0.0;0.0;0.0;0.0;0.0
144590;maxbrunsfeld;53.56241699867198;4.120185922974767;3.877822045152722;0.48472775564409026;0.48472775564409026;0.24236387782204513;0.0;0.0;0.0;0.0
16432;mnquintana;23.934426229508198;3.682219419924338;3.2219419924337958;0.0;0.0;0.46027742749054223;0.46027742749054223;0.0;0.0;0.0
778253;damieng;44.71613545816734;3.9990039840637452;3.9990039840637452;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1392572;iolsen;17.244094488188974;1.437007874015748;1.437007874015748;0.958005249343832;0.479002624671916;0.0;0.479002624671916;0.0;0.0;0.0
2488625;kevinnathan;15.555555555555555;0.0;0.0;3.333333333333333;2.2222222222222223;0.5555555555555556;0.5555555555555556;1.1111111111111112;0.0;0.0
3919;simurai;36.424638678596004;3.0144528561596693;3.0144528561596693;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14613;probablycorey;60.16483516483516;0.8021978021978021;0.40109890109890106;4.4120879120879115;4.010989010989011;1.6043956043956042;1.2032967032967032;0.8021978021978021;0.40109890109890106;0.40109890109890106
930921;as-cii;55.48249359521776;5.610589239965841;5.610589239965841;1.5584970111016225;1.5584970111016225;0.0;0.0;0.0;0.0;0.0
32275291;ungb;19.774266365688487;0.8239277652370203;0.0;0.0;0.0;0.8239277652370203;0.0;0.0;0.0;0.0
174689;thedaniel;22.565075921908893;1.9793926247288502;1.5835140997830803;0.3958785249457701;0.0;0.3958785249457701;0.0;0.7917570498915402;0.0;0.0
14765;zcbenz;41.00300902708124;4.027081243731193;3.6609829488465397;1.8304914744232699;1.8304914744232699;0.7321965897693079;0.36609829488465395;0.0;0.0;0.0
2782;hubot;10.00507614213198;0.0;0.0;1.1116751269035532;1.1116751269035532;0.0;0.0;0.0;0.0;0.0
2546;thomasjo;21.85433422698838;3.261840929401251;3.261840929401251;0.6523681858802501;0.6523681858802501;0.0;0.0;0.0;0.0;0.0
309982;daviwil;58.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
61560;jasonrudolph;13.855954238169527;0.7592303692147686;0.7592303692147686;0.7592303692147686;0.5694227769110765;0.18980759230369215;0.3796151846073843;0.0;0.0;0.0
25976;bolinfest;9.926778242677825;1.145397489539749;1.145397489539749;1.145397489539749;0.7635983263598327;0.0;0.38179916317991636;0.0;0.0;0.0
3741;kevinsawicki;36.66762342135477;3.1429391504018374;2.9334098737083814;2.7238805970149254;2.7238805970149254;0.2095292766934558;0.2095292766934558;0.0;0.0;0.0
225756;benogle;47.145833333333336;5.322916666666667;4.942708333333334;2.28125;1.5208333333333335;1.140625;0.7604166666666667;0.7604166666666667;0.38020833333333337;0.38020833333333337
1559;lee-dohm;25.878545006165226;2.025277435265105;2.025277435265105;0.0;0.0;0.0;0.0;0.0;0.0;0.0
144589;nathansobo;51.0266491917868;4.305373525557012;4.145915246832678;2.3918741808650066;2.3918741808650066;0.31891655744866754;0.15945827872433377;0.0;0.0;0.0
71911;leroix;101.38888888888889;5.069444444444445;0.0;0.0;0.0;10.13888888888889;5.069444444444445;0.0;0.0;0.0
180703;mcolyer;52.48366013071895;0.0;0.0;9.542483660130719;7.1568627450980395;2.3856209150326797;4.771241830065359;0.0;0.0;0.0
49546;izuzak;43.94060995184591;4.1011235955056184;3.5152487961476724;0.0;0.0;2.3434991974317816;1.7576243980738362;0.0;0.0;0.0
12417;joshaber;59.92537313432836;7.263681592039801;5.447761194029852;3.6318407960199006;1.8159203980099503;3.6318407960199006;1.8159203980099503;3.6318407960199006;0.0;0.0
36779;BinaryMuse;16.09924190213646;1.760854583046175;1.509303928325293;0.0;0.0;0.25155065472088217;0.0;0.0;0.0;0.0
42654;matthewwithanm;15.737134909596662;4.061196105702364;3.553546592489569;1.015299026425591;0.5076495132127955;0.5076495132127955;1.015299026425591;0.0;0.0;0.0
948775;50Wliu;46.68306394940267;3.8475052705551653;3.8475052705551653;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2008048;probablykevin;28.07692307692308;0.0;0.0;1.403846153846154;0.0;0.0;0.0;1.403846153846154;0.0;0.0
