"[341, '2010-02-08/2011-01-15']","['h', 214, '2010-02-08/2010-09-10']"
"[1573, '2014-02-21/2018-06-13']","['sot', 497, '2014-02-21/2015-07-03']","['d', 1076, '2016-03-05/2018-06-13']"
