"[72, '2011-08-05/2011-10-16']","['sot', 72, '2011-08-05/2011-10-16']"
"[68, '2011-10-16/2011-12-23']","['h', 49, '2011-10-16/2011-12-04']"
"[423, '2012-04-16/2013-06-13']","['sot', 423, '2012-04-16/2013-06-13']"
"[2182, '2013-06-29/2019-06-20']","['sot', 320, '2013-06-29/2014-05-15']","['h', 97, '2014-06-29/2014-08-20']","['sot', 117, '2014-08-20/2014-12-15']","['d', 1648, '2015-01-29/2019-06-20']"
