"[59, '2011-06-14/2011-08-12']","['h', 16, '2011-06-14/2011-06-30']","['sot', 43, '2011-06-30/2011-08-12']"
"[13, '2011-08-19/2011-09-01']","['sot', 13, '2011-08-19/2011-09-01']"
"[154, '2011-09-01/2012-02-02']","['sot', 154, '2011-09-01/2012-02-02']"
"[238, '2012-02-02/2012-09-27']","['h', 85, '2012-02-02/2012-04-27']","['sot', 153, '2012-04-27/2012-09-27']"
