"[49, '2011-01-04/2011-02-22']","['sot', 49, '2011-01-04/2011-02-22']"
"[46, '2011-07-18/2011-09-02']","['sot', 46, '2011-07-18/2011-09-02']"
"[54, '2011-12-07/2012-01-30']","['sot', 54, '2011-12-07/2012-01-30']"
"[96, '2012-04-28/2012-08-02']","['sot', 96, '2012-04-28/2012-08-02']"
"[97, '2012-10-03/2013-01-08']","['sot', 97, '2012-10-03/2013-01-08']"
"[116, '2013-05-03/2013-08-27']","['sot', 116, '2013-05-03/2013-08-27']"
"[81, '2013-11-11/2014-01-31']","['sot', 81, '2013-11-11/2014-01-31']"
"[123, '2014-03-24/2014-07-25']","['sot', 123, '2014-03-24/2014-07-25']"
"[234, '2014-08-19/2015-04-10']","['sot', 234, '2014-08-19/2015-04-10']"
"[149, '2015-07-18/2015-12-14']","['sot', 149, '2015-07-18/2015-12-14']"
"[361, '2016-02-26/2017-02-21']","['sot', 361, '2016-02-26/2017-02-21']"
"[364, '2017-02-21/2018-02-20']","['sot', 364, '2017-02-21/2018-02-20']"
