"[92, '2011-02-20/2011-05-23']","['h', 66, '2011-02-20/2011-04-27']"
"[102, '2011-06-16/2011-09-26']","['sot', 102, '2011-06-16/2011-09-26']"
"[2230, '2013-05-12/2019-06-20']","['sot', 2230, '2013-05-12/2019-06-20']"
