"[2057, '2010-06-17/2016-02-03']","['d', 862, '2010-06-17/2012-10-26']","['sot', 138, '2012-10-26/2013-03-13']","['d', 636, '2013-06-17/2014-12-09']","['sot', 421, '2014-12-09/2016-02-03']"
"[1233, '2016-02-03/2019-06-20']","['sot', 323, '2016-02-03/2016-12-22']","['d', 511, '2017-04-04/2018-05-17']","['sot', 399, '2018-05-17/2019-06-20']"
