"[359, '2014-06-03/2015-05-28']","['sot', 78, '2014-06-03/2014-08-20']","['h', 102, '2014-10-03/2014-11-30']","['sot', 179, '2014-11-30/2015-05-28']"
"[1484, '2015-05-28/2019-06-20']","['h', 228, '2015-05-28/2016-01-11']","['sot', 1256, '2016-01-11/2019-06-20']"
